# Samples Generated by Stan
# stan_version_major=2
# stan_version_minor=6
# stan_version_patch=0
# init=user
# seed=42
# chain_id=1
# iter=300
# warmup=150
# save_warmup=1
# thin=1
# refresh=-1
# stepsize=1
# stepsize_jitter=0
# adapt_engaged=1
# adapt_gamma=0.05
# adapt_delta=0.8
# adapt_kappa=0.75
# adapt_t0=10
# max_treedepth=10
# sampler_t=NUTS(diag_e)
# sample_file=sampfile1.csv
# append_samples=0
#
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,n_divergent__,L_t.1,L_t.2,L_t.3,L_t.4,L_t.5,L_t.6,L_t.7,L_t.8,L_t.9,L_t.10,L_t.11,L_t.12,L_t.13,L_t.14,L_t.15,L_t.16,L_t.17,L_t.18,L_t.19,L_t.20,L_t.21,L_t.22,L_t.23,L_t.24,L_d.1,L_d.2,L_d.3,psi.1,psi.2,psi.3,psi.4,psi.5,psi.6,psi.7,psi.8,psi.9,psi.10,mu_psi,sigma_psi,mu_lt,sigma_lt,L.1.1,L.2.1,L.3.1,L.4.1,L.5.1,L.6.1,L.7.1,L.8.1,L.9.1,L.10.1,L.1.2,L.2.2,L.3.2,L.4.2,L.5.2,L.6.2,L.7.2,L.8.2,L.9.2,L.10.2,L.1.3,L.2.3,L.3.3,L.4.3,L.5.3,L.6.3,L.7.3,L.8.3,L.9.3,L.10.3,Q.1.1,Q.2.1,Q.3.1,Q.4.1,Q.5.1,Q.6.1,Q.7.1,Q.8.1,Q.9.1,Q.10.1,Q.1.2,Q.2.2,Q.3.2,Q.4.2,Q.5.2,Q.6.2,Q.7.2,Q.8.2,Q.9.2,Q.10.2,Q.1.3,Q.2.3,Q.3.3,Q.4.3,Q.5.3,Q.6.3,Q.7.3,Q.8.3,Q.9.3,Q.10.3,Q.1.4,Q.2.4,Q.3.4,Q.4.4,Q.5.4,Q.6.4,Q.7.4,Q.8.4,Q.9.4,Q.10.4,Q.1.5,Q.2.5,Q.3.5,Q.4.5,Q.5.5,Q.6.5,Q.7.5,Q.8.5,Q.9.5,Q.10.5,Q.1.6,Q.2.6,Q.3.6,Q.4.6,Q.5.6,Q.6.6,Q.7.6,Q.8.6,Q.9.6,Q.10.6,Q.1.7,Q.2.7,Q.3.7,Q.4.7,Q.5.7,Q.6.7,Q.7.7,Q.8.7,Q.9.7,Q.10.7,Q.1.8,Q.2.8,Q.3.8,Q.4.8,Q.5.8,Q.6.8,Q.7.8,Q.8.8,Q.9.8,Q.10.8,Q.1.9,Q.2.9,Q.3.9,Q.4.9,Q.5.9,Q.6.9,Q.7.9,Q.8.9,Q.9.9,Q.10.9,Q.1.10,Q.2.10,Q.3.10,Q.4.10,Q.5.10,Q.6.10,Q.7.10,Q.8.10,Q.9.10,Q.10.10
-527.302,0.964917,0.323293,3,7,0,0.0279162,0.233199,-0.0895335,0.803234,-0.0667209,0.418811,0.00870922,-0.0542483,-0.0766401,0.338438,0.402859,-0.125948,0.593338,0.0325176,0.00283377,-0.228973,-0.221596,0.792661,0.114284,0.767933,0.698335,-0.0309189,0.852274,0.784983,0.983963,0.907723,0.884902,0.23544,0.24127,0.152433,0.216772,0.293283,0.190571,0.171109,1.05162,0.263729,0.28391,0.223381,0.0592023,-0.000642124,0.144698,0.983963,0.0279162,0.233199,-0.0895335,0.803234,-0.0667209,0.418811,0.00870922,-0.0542483,-0.0766401,0,0.907723,0.338438,0.402859,-0.125948,0.593338,0.0325176,0.00283377,-0.228973,-0.221596,0,0,0.884902,0.792661,0.114284,0.767933,0.698335,-0.0309189,0.852274,0.784983,1.20362,0.0274685,0.229459,-0.0880977,0.790353,-0.065651,0.412095,0.00856955,-0.0533783,-0.0754111,0.0274685,1.06601,0.313718,0.363185,-0.0919024,0.536724,0.0412086,0.00281541,-0.209358,-0.203287,0.229459,0.313718,1.10441,0.816891,0.245818,0.864794,0.726629,-0.0243701,0.664035,0.601764,-0.0880977,0.363185,0.816891,1.0154,-0.0320674,0.853716,0.529145,-0.0241463,0.588178,0.539816,0.790353,-0.0919024,0.245818,-0.0320674,0.967392,-0.04056,0.412116,0.00310511,0.0826655,0.0560602,-0.065651,0.536724,0.864794,0.853716,-0.04056,1.13679,0.527625,-0.0226433,0.522251,0.476446,0.412095,0.0412086,0.726629,0.529145,0.412116,0.527625,0.835241,-0.0178521,0.565007,0.508877,0.00856955,0.00281541,-0.0243701,-0.0241463,0.00310511,-0.0226433,-0.0178521,1.05266,-0.0274727,-0.0255662,-0.0533783,-0.209358,0.664035,0.588178,0.0826655,0.522251,0.565007,-0.0274727,1.04547,0.723917,-0.0754111,-0.203287,0.601764,0.539816,0.0560602,0.476446,0.508877,-0.0255662,0.723917,0.955086
-531.425,0.791787,0.323293,3,7,0,0.011448,0.185575,-0.0315678,0.757851,-0.0847645,0.497978,-0.0387375,-0.047102,-0.0374521,0.256838,0.431331,-0.0624165,0.561788,0.102942,-0.0678096,-0.198798,-0.205541,0.766286,0.0694128,0.705418,0.852647,0.00218151,0.819702,0.805131,1.02289,0.900445,0.882241,0.178531,0.195694,0.119355,0.236055,0.336475,0.173919,0.196264,1.09421,0.191456,0.312295,0.221681,0.0466428,0.138637,0.413535,1.02289,0.011448,0.185575,-0.0315678,0.757851,-0.0847645,0.497978,-0.0387375,-0.047102,-0.0374521,0,0.900445,0.256838,0.431331,-0.0624165,0.561788,0.102942,-0.0678096,-0.198798,-0.205541,0,0,0.882241,0.766286,0.0694128,0.705418,0.852647,0.00218151,0.819702,0.805131,1.22484,0.0117101,0.189823,-0.0322904,0.775199,-0.0867048,0.509377,-0.0396243,-0.0481803,-0.0383095,0.0117101,1.00663,0.233393,0.388028,-0.0475267,0.504889,0.0983944,-0.0615023,-0.179546,-0.185507,0.189823,0.233393,0.998108,0.780973,0.185846,0.750907,0.871092,-0.0226802,0.663375,0.650578,-0.0322904,0.388028,0.780973,1.01029,0.00234424,0.785545,0.682054,-0.0263539,0.543865,0.529486,0.775199,-0.0475267,0.185846,0.00234424,0.919527,-0.0503386,0.430152,-0.0249734,0.0336098,0.0403324,-0.0867048,0.504889,0.750907,0.785545,-0.0503386,0.994325,0.617094,-0.0332722,0.470543,0.455658,0.509377,0.0983944,0.871092,0.682054,0.430152,0.617094,1.18185,-0.0244108,0.654996,0.646683,-0.0396243,-0.0615023,-0.0226802,-0.0263539,-0.0249734,-0.0332722,-0.0244108,1.10031,0.0170933,0.0171449,-0.0481803,-0.179546,0.663375,0.543865,0.0336098,0.470543,0.654996,0.0170933,0.905107,0.702593,-0.0383095,-0.185507,0.650578,0.529486,0.0403324,0.455658,0.646683,0.0171449,0.702593,1.00418
-526.476,0.997781,0.323293,4,15,0,-0.00695885,0.246569,-0.0596016,0.75766,-0.0717292,0.467673,-0.00786964,-0.0248147,-0.0230239,0.336715,0.354131,-0.0949547,0.561005,0.0492782,-0.106759,-0.242596,-0.184866,0.762924,0.0543457,0.740057,0.779382,0.13187,0.780006,0.750559,1.02308,0.911187,0.857193,0.163519,0.24352,0.130426,0.244484,0.282732,0.145146,0.199107,1.09908,0.208647,0.324596,0.197965,0.0573758,0.0514729,0.268869,1.02308,-0.00695885,0.246569,-0.0596016,0.75766,-0.0717292,0.467673,-0.00786964,-0.0248147,-0.0230239,0,0.911187,0.336715,0.354131,-0.0949547,0.561005,0.0492782,-0.106759,-0.242596,-0.184866,0,0,0.857193,0.762924,0.0543457,0.740057,0.779382,0.13187,0.780006,0.750559,1.21021,-0.00711946,0.25226,-0.0609771,0.775146,-0.0733847,0.478466,-0.00805127,-0.0253874,-0.0235553,-0.00711946,1.07383,0.305094,0.323095,-0.0917939,0.51168,0.0416472,-0.097223,-0.220878,-0.168287,0.25226,0.305094,1.03938,0.758519,0.201428,0.805585,0.799987,0.0751503,0.580812,0.57545,-0.0609771,0.323095,0.758519,0.955498,-0.0373225,0.767552,0.584186,0.0632691,0.510654,0.508525,0.775146,-0.0917939,0.201428,-0.0373225,0.86875,-0.0673975,0.392013,0.0113414,0.0466245,0.0408992,-0.0733847,0.51168,0.805585,0.767552,-0.0673975,1.0127,0.570887,0.0382634,0.442932,0.453397,0.478466,0.0416472,0.799987,0.584186,0.392013,0.570887,1.02769,0.0938359,0.584363,0.565094,-0.00805127,-0.097223,0.0751503,0.0632691,0.0113414,0.0382634,0.0938359,1.12793,0.128954,0.118894,-0.0253874,-0.220878,0.580812,0.510654,0.0466245,0.442932,0.584363,0.128954,0.876525,0.630859,-0.0235553,-0.168287,0.57545,0.508525,0.0408992,0.453397,0.565094,0.118894,0.630859,0.92264
-521.41,0.996336,0.323293,3,7,0,-0.0822408,0.191022,-0.109467,0.770063,-0.121659,0.408745,0.0172506,-0.0144275,-0.0653321,0.262952,0.460625,-0.03341,0.613861,0.0265245,-0.0661589,-0.194148,-0.218747,0.727186,0.0534243,0.690656,0.769047,0.128927,0.829252,0.747857,0.953412,0.875856,0.852111,0.236936,0.207319,0.16439,0.227257,0.391083,0.169623,0.183369,1.20255,0.233585,0.321942,0.238846,0.067538,0.105846,0.275692,0.953412,-0.0822408,0.191022,-0.109467,0.770063,-0.121659,0.408745,0.0172506,-0.0144275,-0.0653321,0,0.875856,0.262952,0.460625,-0.03341,0.613861,0.0265245,-0.0661589,-0.194148,-0.218747,0,0,0.852111,0.727186,0.0534243,0.690656,0.769047,0.128927,0.829252,0.747857,1.14593,-0.0784094,0.182123,-0.104367,0.734187,-0.115991,0.389703,0.0164469,-0.0137553,-0.0622884,-0.0784094,0.981206,0.214598,0.412444,-0.092593,0.547659,-0.0103839,-0.0593644,-0.168859,-0.186218,0.182123,0.214598,0.996115,0.719855,0.183837,0.726692,0.740367,0.095759,0.652807,0.567257,-0.104367,0.412444,0.719855,0.980215,-0.0608364,0.798313,0.526714,0.0613914,0.515171,0.450222,0.734187,-0.092593,0.183837,-0.0608364,0.988051,-0.0772961,0.354959,0.0223823,0.0396786,-0.00304778,-0.115991,0.547659,0.726692,0.798313,-0.0772961,1.03825,0.497702,0.0463334,0.455303,0.390179,0.389703,-0.0103839,0.740367,0.526714,0.354959,0.497702,0.942578,0.104447,0.626687,0.54263,0.0164469,-0.0593644,0.095759,0.0613914,0.0223823,0.0463334,0.104447,1.22384,0.119509,0.109764,-0.0137553,-0.168859,0.652807,0.515171,0.0396786,0.455303,0.626687,0.119509,0.959145,0.663573,-0.0622884,-0.186218,0.567257,0.450222,-0.00304778,0.390179,0.54263,0.109764,0.663573,0.933351
-518.539,0.997519,0.323293,4,15,0,-0.0584836,0.204257,-0.0951016,0.781689,-0.129246,0.426396,0.0244202,-0.0211299,-0.041302,0.26695,0.43274,-0.022564,0.60788,0.028085,-0.053611,-0.189958,-0.217636,0.723842,0.0551709,0.687654,0.766632,0.124518,0.838733,0.754469,0.974939,0.876314,0.844746,0.218998,0.204163,0.166451,0.225954,0.37505,0.166865,0.194445,1.22184,0.244265,0.318866,0.229546,0.0670157,0.143616,0.289731,0.974939,-0.0584836,0.204257,-0.0951016,0.781689,-0.129246,0.426396,0.0244202,-0.0211299,-0.041302,0,0.876314,0.26695,0.43274,-0.022564,0.60788,0.028085,-0.053611,-0.189958,-0.217636,0,0,0.844746,0.723842,0.0551709,0.687654,0.766632,0.124518,0.838733,0.754469,1.1695,-0.057018,0.199138,-0.0927183,0.762099,-0.126007,0.41571,0.0238082,-0.0206003,-0.0402669,-0.057018,0.975509,0.221986,0.384778,-0.0654891,0.540253,-0.00032595,-0.0484082,-0.165227,-0.188301,0.199138,0.221986,0.993029,0.707557,0.200247,0.716767,0.742201,0.0958623,0.653491,0.5708,-0.0927183,0.384778,0.707557,0.946209,-0.0441692,0.773098,0.526523,0.0646092,0.526918,0.455865,0.762099,-0.0654891,0.200247,-0.0441692,0.98964,-0.0768081,0.374971,0.0271684,0.0340429,0.0142501,-0.126007,0.540253,0.716767,0.773098,-0.0768081,1.02596,0.48914,0.0498798,0.464018,0.391855,0.41571,-0.00032595,0.742201,0.526523,0.374971,0.48914,0.964773,0.104366,0.628656,0.554677,0.0238082,-0.0484082,0.0958623,0.0646092,0.0271684,0.0498798,0.104366,1.24081,0.114105,0.104604,-0.0206003,-0.165227,0.653491,0.526918,0.0340429,0.464018,0.628656,0.114105,0.984269,0.675012,-0.0402669,-0.188301,0.5708,0.455865,0.0142501,0.391855,0.554677,0.104604,0.675012,0.93716
-520.202,0.779811,0.323293,3,7,0,-0.0408937,0.156625,-0.131294,0.786577,-0.139941,0.369619,0.00928035,-0.0364606,-0.0882052,0.306754,0.346427,0.0465115,0.521456,0.0819814,-0.00810003,-0.220881,-0.237411,0.767889,0.0123294,0.766433,0.796536,0.0234752,0.816485,0.814148,1.02655,0.923958,0.855892,0.212688,0.170105,0.156664,0.21115,0.306608,0.212289,0.189752,0.989094,0.250315,0.289353,0.196601,0.0204711,0.0883303,0.210609,1.02655,-0.0408937,0.156625,-0.131294,0.786577,-0.139941,0.369619,0.00928035,-0.0364606,-0.0882052,0,0.923958,0.306754,0.346427,0.0465115,0.521456,0.0819814,-0.00810003,-0.220881,-0.237411,0,0,0.855892,0.767889,0.0123294,0.766433,0.796536,0.0234752,0.816485,0.814148,1.2665,-0.0419796,0.160784,-0.13478,0.807464,-0.143657,0.379434,0.00952679,-0.0374288,-0.0905475,-0.0419796,1.02548,0.277023,0.325453,0.0108086,0.487526,0.0606322,-0.00786359,-0.202594,-0.21575,0.160784,0.277023,1.00785,0.742934,0.148018,0.794024,0.764789,0.0190611,0.625356,0.610181,-0.13478,0.325453,0.742934,0.938053,-0.077692,0.787555,0.591523,0.0140018,0.555237,0.554511,0.807464,0.0108086,0.148018,-0.077692,0.927627,-0.0763709,0.304368,0.0072124,-0.0288858,-0.0703845,-0.143657,0.487526,0.794024,0.787555,-0.0763709,1.09121,0.601516,0.0124697,0.515703,0.512534,0.379434,0.0606322,0.764789,0.591523,0.304368,0.601516,0.967561,0.021465,0.618775,0.596433,0.00952679,-0.00786359,0.0190611,0.0140018,0.0072124,0.0124697,0.021465,0.989797,0.0206179,0.0202168,-0.0374288,-0.202594,0.625356,0.555237,-0.0288858,0.515703,0.618775,0.0206179,0.967081,0.720395,-0.0905475,-0.21575,0.610181,0.554511,-0.0703845,0.512534,0.596433,0.0202168,0.720395,1.01633
-524.874,0.961121,0.323293,3,7,0,-0.0669317,0.173041,-0.102893,0.79776,-0.170941,0.390337,-0.0165182,-0.0613265,-0.127546,0.277439,0.359384,0.0302756,0.510398,0.059638,-0.0219775,-0.213171,-0.194753,0.791286,0.00151451,0.739271,0.799296,0.029669,0.786366,0.810716,1.02113,0.896294,0.856168,0.189573,0.134699,0.163175,0.207337,0.33818,0.226892,0.179843,1.01849,0.251206,0.276739,0.208169,0.0169422,0.0253044,0.259132,1.02113,-0.0669317,0.173041,-0.102893,0.79776,-0.170941,0.390337,-0.0165182,-0.0613265,-0.127546,0,0.896294,0.277439,0.359384,0.0302756,0.510398,0.059638,-0.0219775,-0.213171,-0.194753,0,0,0.856168,0.791286,0.00151451,0.739271,0.799296,0.029669,0.786366,0.810716,1.23228,-0.0683458,0.176697,-0.105066,0.814615,-0.174553,0.398584,-0.0168672,-0.0626222,-0.130241,-0.0683458,0.942522,0.237085,0.329001,-0.0262595,0.468908,0.0273273,-0.0185927,-0.186959,-0.16602,0.176697,0.237085,1.00311,0.759376,0.147742,0.744964,0.768422,0.0164459,0.603507,0.618006,-0.105066,0.329001,0.759376,0.973214,-0.0700045,0.785992,0.613742,0.0172779,0.55194,0.58464,0.814615,-0.0262595,0.147742,-0.0700045,0.975519,-0.119798,0.314412,-0.013798,-0.0541868,-0.10642,-0.174553,0.468908,0.744964,0.785992,-0.119798,1.06314,0.554611,0.0135398,0.483019,0.52174,0.398584,0.0273273,0.768422,0.613742,0.314412,0.554611,0.974637,0.0159559,0.591888,0.586601,-0.0168672,-0.0185927,0.0164459,0.0172779,-0.013798,0.0135398,0.0159559,1.02013,0.0290286,0.0304401,-0.0626222,-0.186959,0.603507,0.55194,-0.0541868,0.483019,0.591888,0.0290286,0.918781,0.686857,-0.130241,-0.16602,0.618006,0.58464,-0.10642,0.52174,0.586601,0.0304401,0.686857,0.988196
-525.37,0.986464,0.323293,4,15,0,-0.0434606,0.179739,-0.153392,0.79894,-0.164487,0.372566,-0.0543059,-0.0847146,-0.101632,0.268704,0.356793,0.0240861,0.524781,0.0770228,0.028905,-0.215413,-0.199552,0.769852,0.0147542,0.720631,0.773216,-0.0409072,0.787749,0.824207,1.00794,0.933091,0.863762,0.191325,0.162541,0.167004,0.204985,0.392144,0.210285,0.18507,1.02879,0.250119,0.260423,0.181743,0.0165663,0.0251377,0.236561,1.00794,-0.0434606,0.179739,-0.153392,0.79894,-0.164487,0.372566,-0.0543059,-0.0847146,-0.101632,0,0.933091,0.268704,0.356793,0.0240861,0.524781,0.0770228,0.028905,-0.215413,-0.199552,0,0,0.863762,0.769852,0.0147542,0.720631,0.773216,-0.0409072,0.787749,0.824207,1.20726,-0.0438056,0.181166,-0.15461,0.805281,-0.165792,0.375523,-0.0547369,-0.085387,-0.102438,-0.0438056,1.03509,0.242914,0.339586,-0.0122479,0.496817,0.0556773,0.0293311,-0.197318,-0.181783,0.181166,0.242914,1.0176,0.73327,0.162817,0.733899,0.755535,-0.0373281,0.607318,0.640031,-0.15461,0.339586,0.73327,0.948488,-0.102599,0.767248,0.565594,-0.0128493,0.542587,0.578908,0.805281,-0.0122479,0.162817,-0.102599,1.03125,-0.108143,0.310922,-0.0432945,-0.0612478,-0.0738436,-0.165792,0.496817,0.733899,0.767248,-0.108143,1.03204,0.536341,-0.0053776,0.468566,0.505945,0.375523,0.0556773,0.755535,0.565594,0.310922,0.536341,0.927671,-0.0496363,0.560946,0.584055,-0.0547369,0.0293311,-0.0373281,-0.0128493,-0.0432945,-0.0053776,-0.0496363,1.03425,-0.0338506,-0.0339648,-0.085387,-0.197318,0.607318,0.542587,-0.0612478,0.468566,0.560946,-0.0338506,0.924247,0.700864,-0.102438,-0.181783,0.640031,0.578908,-0.0738436,0.505945,0.584055,-0.0339648,0.700864,0.98989
-525.37,0.067708,0.323293,4,15,0,-0.0434606,0.179739,-0.153392,0.79894,-0.164487,0.372566,-0.0543059,-0.0847146,-0.101632,0.268704,0.356793,0.0240861,0.524781,0.0770228,0.028905,-0.215413,-0.199552,0.769852,0.0147542,0.720631,0.773216,-0.0409072,0.787749,0.824207,1.00794,0.933091,0.863762,0.191325,0.162541,0.167004,0.204985,0.392144,0.210285,0.18507,1.02879,0.250119,0.260423,0.181743,0.0165663,0.0251377,0.236561,1.00794,-0.0434606,0.179739,-0.153392,0.79894,-0.164487,0.372566,-0.0543059,-0.0847146,-0.101632,0,0.933091,0.268704,0.356793,0.0240861,0.524781,0.0770228,0.028905,-0.215413,-0.199552,0,0,0.863762,0.769852,0.0147542,0.720631,0.773216,-0.0409072,0.787749,0.824207,1.20726,-0.0438056,0.181166,-0.15461,0.805281,-0.165792,0.375523,-0.0547369,-0.085387,-0.102438,-0.0438056,1.03509,0.242914,0.339586,-0.0122479,0.496817,0.0556773,0.0293311,-0.197318,-0.181783,0.181166,0.242914,1.0176,0.73327,0.162817,0.733899,0.755535,-0.0373281,0.607318,0.640031,-0.15461,0.339586,0.73327,0.948488,-0.102599,0.767248,0.565594,-0.0128493,0.542587,0.578908,0.805281,-0.0122479,0.162817,-0.102599,1.03125,-0.108143,0.310922,-0.0432945,-0.0612478,-0.0738436,-0.165792,0.496817,0.733899,0.767248,-0.108143,1.03204,0.536341,-0.0053776,0.468566,0.505945,0.375523,0.0556773,0.755535,0.565594,0.310922,0.536341,0.927671,-0.0496363,0.560946,0.584055,-0.0547369,0.0293311,-0.0373281,-0.0128493,-0.0432945,-0.0053776,-0.0496363,1.03425,-0.0338506,-0.0339648,-0.085387,-0.197318,0.607318,0.542587,-0.0612478,0.468566,0.560946,-0.0338506,0.924247,0.700864,-0.102438,-0.181783,0.640031,0.578908,-0.0738436,0.505945,0.584055,-0.0339648,0.700864,0.98989
-524.172,0.705998,0.323293,4,15,0,0.00785642,0.100675,-0.133869,0.770698,-0.136927,0.392005,-0.0402685,-0.0973161,-0.110989,0.215539,0.357007,0.00213136,0.488666,-0.0221441,-0.0270297,-0.26083,-0.336085,0.739751,0.027374,0.752262,0.828547,0.0343207,0.848132,0.823604,0.997466,0.877849,0.851692,0.172317,0.208551,0.189867,0.208739,0.350923,0.151531,0.147554,1.14862,0.245336,0.229918,0.206254,0.0472393,0.0366451,0.176122,0.997466,0.00785642,0.100675,-0.133869,0.770698,-0.136927,0.392005,-0.0402685,-0.0973161,-0.110989,0,0.877849,0.215539,0.357007,0.00213136,0.488666,-0.0221441,-0.0270297,-0.26083,-0.336085,0,0,0.851692,0.739751,0.027374,0.752262,0.828547,0.0343207,0.848132,0.823604,1.16726,0.00783651,0.10042,-0.13353,0.768745,-0.13658,0.391011,-0.0401664,-0.0970695,-0.110708,0.00783651,0.979231,0.190002,0.312347,0.00792594,0.427899,-0.0163594,-0.0240444,-0.229734,-0.295903,0.10042,0.190002,0.971839,0.693512,0.101364,0.732237,0.740359,0.0193506,0.656331,0.617844,-0.13353,0.312347,0.693512,0.901345,-0.0821618,0.749274,0.552535,0.0211297,0.547316,0.504135,0.768745,0.00792594,0.101364,-0.0821618,0.945652,-0.0838952,0.324751,-0.0301529,-0.0523405,-0.06371,-0.13658,0.427899,0.732237,0.749274,-0.0838952,0.974972,0.558787,0.0181235,0.523884,0.47053,0.391011,-0.0163594,0.740359,0.552535,0.324751,0.558787,0.988202,0.0132494,0.670345,0.646329,-0.0401664,-0.0240444,0.0193506,0.0211297,-0.0301529,0.0181235,0.0132494,1.15215,0.0400774,0.0418203,-0.0970695,-0.229734,0.656331,0.547316,-0.0523405,0.523884,0.670345,0.0400774,1.04217,0.796987,-0.110708,-0.295903,0.617844,0.504135,-0.06371,0.47053,0.646329,0.0418203,0.796987,1.03351
-527.291,0.809676,0.323293,4,15,0,0.083595,0.205452,-0.0491227,0.74741,-0.024416,0.393691,0.0577639,-0.0652152,-0.117264,0.24138,0.343184,-0.0978143,0.463787,-0.0477537,-0.0359514,-0.288935,-0.244421,0.854343,0.135059,0.792654,0.810626,-0.144645,0.818756,0.786956,0.973092,0.88517,0.904283,0.177994,0.179192,0.130096,0.231522,0.318728,0.227696,0.227521,1.11361,0.276879,0.333853,0.229837,0.0535066,0.0980662,0.264977,0.973092,0.083595,0.205452,-0.0491227,0.74741,-0.024416,0.393691,0.0577639,-0.0652152,-0.117264,0,0.88517,0.24138,0.343184,-0.0978143,0.463787,-0.0477537,-0.0359514,-0.288935,-0.244421,0,0,0.904283,0.854343,0.135059,0.792654,0.810626,-0.144645,0.818756,0.786956,1.1249,0.0813456,0.199923,-0.0478009,0.727299,-0.0237591,0.383097,0.0562096,-0.0634604,-0.114108,0.0813456,0.969707,0.230837,0.29967,-0.0241026,0.408489,-0.00935958,-0.0269944,-0.261209,-0.226157,0.199923,0.230837,1.0483,0.845313,0.252078,0.823716,0.802393,-0.12761,0.657246,0.62854,-0.0478009,0.29967,0.845313,1.08161,0.0451039,0.837561,0.656825,-0.138752,0.603544,0.594209,0.727299,-0.0241026,0.252078,0.0451039,0.905159,0.0434415,0.408402,0.0271542,0.0901002,0.0425496,-0.0237591,0.408489,0.823716,0.837561,0.0434415,1.07169,0.610786,-0.132737,0.516578,0.513287,0.383097,-0.00935958,0.802393,0.656825,0.408402,0.610786,1.04191,-0.0927949,0.651828,0.603433,0.0562096,-0.0269944,-0.12761,-0.138752,0.0271542,-0.132737,-0.0927949,1.13916,-0.111808,-0.111815,-0.0634604,-0.261209,0.657246,0.603544,0.0901002,0.516578,0.651828,-0.111808,1.03498,0.722594,-0.114108,-0.226157,0.62854,0.594209,0.0425496,0.513287,0.603433,-0.111815,0.722594,1.02665
-524.825,1,0.323293,4,15,0,0.0638926,0.114571,-0.144235,0.760566,-0.154449,0.33488,0.100971,-0.113883,-0.128781,0.250849,0.362027,0.0275227,0.488966,-0.00352491,0.0421042,-0.266471,-0.263301,0.714521,0.00185421,0.736056,0.795139,0.0914484,0.84181,0.788685,0.947117,0.918953,0.82681,0.178053,0.203374,0.188535,0.232712,0.293619,0.152703,0.15848,1.07603,0.216514,0.255797,0.190228,0.0553019,0.0685155,0.169885,0.947117,0.0638926,0.114571,-0.144235,0.760566,-0.154449,0.33488,0.100971,-0.113883,-0.128781,0,0.918953,0.250849,0.362027,0.0275227,0.488966,-0.00352491,0.0421042,-0.266471,-0.263301,0,0,0.82681,0.714521,0.00185421,0.736056,0.795139,0.0914484,0.84181,0.788685,1.07508,0.0605137,0.108512,-0.136608,0.720344,-0.146281,0.317171,0.0956315,-0.107861,-0.121971,0.0605137,1.05193,0.237838,0.32347,0.0738866,0.439469,0.0181572,0.0451431,-0.252151,-0.250189,0.108512,0.237838,0.948202,0.665063,0.0955758,0.71354,0.694912,0.0977406,0.616126,0.57129,-0.136608,0.32347,0.665063,0.89512,-0.0984116,0.725224,0.518566,0.0660211,0.521448,0.486785,0.720344,0.0738866,0.0955758,-0.0984116,0.872839,-0.102646,0.256076,0.0781236,-0.0923889,-0.103731,-0.146281,0.439469,0.71354,0.725224,-0.102646,0.957423,0.531821,0.0723038,0.506913,0.471661,0.317171,0.0181572,0.694912,0.518566,0.256076,0.531821,0.902883,0.106379,0.632158,0.584916,0.0956315,0.0451431,0.0977406,0.0660211,0.0781236,0.0723038,0.106379,1.09636,0.0542637,0.0480347,-0.107861,-0.252151,0.616126,0.521448,-0.0923889,0.506913,0.632158,0.0542637,1.00913,0.748751,-0.121971,-0.250189,0.57129,0.486785,-0.103731,0.471661,0.584916,0.0480347,0.748751,0.963733
-522.941,0.886637,0.323293,4,15,0,-0.0429355,0.105099,-0.119909,0.76347,-0.151995,0.272116,0.0552652,-0.14467,-0.16231,0.281287,0.394778,-0.0402226,0.580832,0.0564078,-0.0908849,-0.232599,-0.240219,0.782701,0.00242802,0.788777,0.774567,-0.022646,0.83504,0.80807,0.918256,0.867414,0.898956,0.187815,0.18079,0.155839,0.246265,0.302472,0.204022,0.201565,1.13967,0.242852,0.300864,0.212111,0.0207853,-0.0508081,0.163034,0.918256,-0.0429355,0.105099,-0.119909,0.76347,-0.151995,0.272116,0.0552652,-0.14467,-0.16231,0,0.867414,0.281287,0.394778,-0.0402226,0.580832,0.0564078,-0.0908849,-0.232599,-0.240219,0,0,0.898956,0.782701,0.00242802,0.788777,0.774567,-0.022646,0.83504,0.80807,1.03101,-0.0394258,0.096508,-0.110107,0.701061,-0.13957,0.249872,0.0507476,-0.132844,-0.149042,-0.0394258,0.935041,0.23948,0.347584,-0.0676697,0.510348,0.0372455,-0.0812077,-0.195548,-0.201401,0.096508,0.23948,1.05413,0.802058,0.0711088,0.856482,0.740768,-0.0401142,0.670033,0.64179,-0.110107,0.347584,0.802058,1.02911,-0.105526,0.864902,0.595894,-0.0602312,0.57911,0.557106,0.701061,-0.0676697,0.0711088,-0.105526,0.886983,-0.137491,0.207365,0.045794,-0.0990684,-0.112295,-0.13957,0.510348,0.856482,0.864902,-0.137491,1.18666,0.602364,-0.0790515,0.545549,0.52253,0.249872,0.0372455,0.740768,0.595894,0.207365,0.602364,0.878749,-0.0076289,0.594307,0.568187,0.0507476,-0.0812077,-0.0401142,-0.0602312,0.045794,-0.0790515,-0.0076289,1.1515,-0.00576583,-0.00543737,-0.132844,-0.195548,0.670033,0.57911,-0.0990684,0.545549,0.594307,-0.00576583,1.01518,0.754127,-0.149042,-0.201401,0.64179,0.557106,-0.112295,0.52253,0.568187,-0.00543737,0.754127,1.03789
